序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_source,gold_version
141,G3-R-E067-H3,G3-E067,002371-H3,北方华创,002371,芯片半导体,2026-06-23T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,0-无关,否,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
142,G3-R-E070-H3,G3-E070,600276-H3,恒瑞医药,600276,医药,2024-04-10T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2024-04-10/1219549275.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2024-032 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）及子公司上海盛迪 医药有限公司、广东恒瑞医药有限公司收到国家药品监督管理局（以下简称“国 家药监局”）核准签发关于 HRS-9231 注射液、SHR-4597 吸入剂和 SHR-2173 注 射液的《药物临床试验批准通知书》，将于近期开展临床试验。现将相关情况公 告如下： 一…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
143,G3-R-E028-H2,G3-E028,09868-H2,小鹏汽车,09868,新能源汽车,2026-01-01T18:52:07+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告2025年12 月及第四季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2026-01-01/1224915704.PDF,2-间接相关,是,"第1页：數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年12月及第四季度 車輛交付數據。 2025年12月，小鵬汽車共交付智能電動汽車37,508 輛，同比增長2%。2025年全年總交 付量達到429,445輛，較前一年增長126%。 2025年全年，小鵬汽車在海外市場共交付智能電動汽車45,008輛，同比增長96%，並在 年底將其全球布局擴張至60個國家和地區。 值得注意的是，小鵬汽車在2025年交付的所有汽車預計能減少超過661萬噸的生命周期 溫室氣體排放，這相當於1.1億棵小樹十年的碳吸收量。 2025年，小鵬汽車加速擴張其自營充電網絡。新增超過1,100座充…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
144,G3-R-E071-H3,G3-E071,603986-H3,兆易创新,603986,芯片半导体,2025-04-26T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,兆易创新关于使用闲置募集资金进行现金管理的公告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223305106.PDF,0-无关,否,第1页：1 证券代码：603986 证券简称：兆易创新 公告编号：2025-012 兆易创新科技集团股份有限公司 关于使用闲置募集资金进行现金管理的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示：  现金管理投资产品：安全性高、流动性好、有保本约定的银行理财产品 和结构性存款。  现金管理金额：最高额度不超过5亿元的闲置募集资金，在上述额度范围 内，资金可在12个月内滚动使用。  现金管理期限：自董事会审议通过之日起一年内有效。购买的理财产品 或结构性存款期限不得超过十二个月，不得影响公司正常…,现金管理仅运用闲置资金且明确不影响募投项目，未披露新品研发、产能储备进度或存货跌价，不能回答H3。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
145,G3-R-E081-H3,G3-E081,09868-H3,小鹏汽车,09868,新能源汽车,2025-03-03T19:18:14+08:00,研发与产能投入可持续，现金流不出现明显恶化,自愿公告2025年2月智能车交付数据,http://static.cninfo.com.cn/finalpage/2025-03-03/1222693592.PDF,1-弱相关,否,"第1页：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000輛。此外，小鵬汽車還發佈了小鵬P7+的用戶畫像，顯示智能駕 駛是消費者購買小鵬 P7+的主要原因之一。 2025年前兩個月，小鵬汽車交付新車共 60,803輛，與去年同期相比增長375%。 2025年2月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%…",交付同比增长570%反映需求和销量，不披露研发投入、产能资本开支或现金流，无法建立到H3的有效路径。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
146,G3-R-E084-H3,G3-E084,002371-H3,北方华创,002371,芯片半导体,2024-04-13T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,2023年度业绩快报,http://static.cninfo.com.cn/finalpage/2024-04-13/1219597439.PDF,2-间接相关,是,"第1页：12,128.24 2,867,452,595.74 55.12% 利润总额 4,465,587,698.68 2,854,480,329.68 56.44% 归属于上市公司股东的净利润 3,899,069,987.91 2,352,726,657.86 65.73% 扣除非经常性损益后的归属于 上市公司股东的净利润 3,581,368,813.58 2,106,066,422.59 70.05% 基本每股收益 7.3623 4.4612 65.03% 加权平均净资产收益率 17.88% 12.96% 4.92% 项 目 本报告期末 本报告期初 增减变动幅度 总资产 53,624,552,27…",订单、产品销量和收入同步大幅增长，说明订单经生产交付转化为收入，能间接支持交付能力；未披露合同负债和明确产能数据，故不评为直接。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
147,G3-R-E048-H1,G3-E048,00175-H1,吉利汽车,00175,新能源汽车,2025-11-27T16:36:09+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,持续关连交易,http://static.cninfo.com.cn/finalpage/2025-11-27/1224830298.PDF,2-间接相关,是,第3页：於本通函內，除文義另有所指外，以下詞彙具有下列各自涵義： 「聯繫人」 指 具有上市規則賦予該詞之涵義 「零部件購銷協議」 指 本公司、吉利控股、領克、極氪、LEVC、吉利科 技、耀寧科技、星驅科技及吉利欣旺達訂立之日期為 二零二四年八月十五日之總協議，據此，本集團有條 件同意(i)向吉利控股集團、領克集團、極氪集團及 LEVC集團銷售零部件；及(ii)向吉利控股集團、領克 集團、極氪集團、耀寧科技集團、吉利科技集團、星 驅科技集團及吉利欣旺達集團購買零部件 「Aurobay」 指 Aurobay Holding (SG) PTE. LTD.，一間於新加坡共 和國註冊成立之私人股份有限公司，於最…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
148,G3-R-E058-H3,G3-E058,002371-H3,北方华创,002371,芯片半导体,2025-04-26T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,2025年一季度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309242.PDF,3-直接相关,是,"第1页：数据 是 □否 追溯调整或重述原因 □会计政策变更 □会计差错更正 同一控制下企业合并 □其他原因 本报告期 上年同期 本报告期比上年同期 增减（%） 调整前 调整后 调整后 营业收入（元） 8,206,029,208.83 5,859,163,380.59 5,950,568,399.86 37.90% 归属于上市公司股东的 净利润（元） 1,580,707,286.38 1,126,550,627.36 1,138,817,830.60 38.80% 归属于上市公司股东的 扣除非经常性损益的净 利润（元） 1,570,173,959.13 1,072,494,911.14 1,084,…",设备企业收入同比增长37.9%本身代表已完成交付与验收，直接显示交付能力能够兑现增长；虽未单列合同负债，但对H3核心交付变量具有直接证据价值。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
149,G3-R-E112-H1,G3-E112,603259-H1,药明康德,603259,医药,2025-09-03T00:00:00+08:00,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,关于与关联方签署框架协议暨日常关联交易的公告,http://static.cninfo.com.cn/finalpage/2025-09-03/1224634480.PDF,3-直接相关,是,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2025-060 无锡药明康德新药开发股份有限公司 关于与关联方签署框架协议暨日常关联交易的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示：  本次交易系无锡药明康德新药开发股份有限公司（以下简称“公司”）及 公司合并报表范围内的下属子企业（以下合称“本集团”）在日常经营业务中发 生的交易，符合本集团正常生产经营的需要，均为正常的商业安排。本次交易按 一般商务条款订立，关联交易价格严格遵循公开、公平、公正及市场化定价原则， 并通…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
150,G3-R-E005-H1,G3-E005,00175-H1,吉利汽车,00175,新能源汽车,2026-07-01T18:12:27+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二六年六月销量,http://static.cninfo.com.cn/finalpage/2026-07-01/1225403705.PDF,3-直接相关,是,"第1页：核之 二零二 六 年 六 月 銷量 吉利汽車控股有限公司( 「 本公司 」， 連同其附屬公司統稱為 「 本集團 」 ） 董事會欣然宣佈， 本集團於二零二 六 年 六 月 的 汽車 總銷量為240,799 部， 較去年同期增長約2% 。 詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 186,564 193,024 -3 1,100,373 1,164,303 -5 其中: 銀河 108,206 90,222 20 519,793 548,408 -5 領克 19,066 26,310 -28 144,215 1…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
151,G3-R-E084-H1,G3-E084,002371-H1,北方华创,002371,芯片半导体,2024-04-13T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,2023年度业绩快报,http://static.cninfo.com.cn/finalpage/2024-04-13/1219597439.PDF,3-直接相关,是,"第1页：12,128.24 2,867,452,595.74 55.12% 利润总额 4,465,587,698.68 2,854,480,329.68 56.44% 归属于上市公司股东的净利润 3,899,069,987.91 2,352,726,657.86 65.73% 扣除非经常性损益后的归属于 上市公司股东的净利润 3,581,368,813.58 2,106,066,422.59 70.05% 基本每股收益 7.3623 4.4612 65.03% 加权平均净资产收益率 17.88% 12.96% 4.92% 项 目 本报告期末 本报告期初 增减变动幅度 总资产 53,624,552,27…",业绩快报明确披露新增订单显著增加、产品销量大幅增加，直接对应H1中的设备订单增长。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
152,G3-R-E071-H2,G3-E071,603986-H2,兆易创新,603986,芯片半导体,2025-04-26T00:00:00+08:00,毛利率随产品结构改善回升，不因存储价格波动持续走低,兆易创新关于使用闲置募集资金进行现金管理的公告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223305106.PDF,0-无关,否,第1页：1 证券代码：603986 证券简称：兆易创新 公告编号：2025-012 兆易创新科技集团股份有限公司 关于使用闲置募集资金进行现金管理的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示：  现金管理投资产品：安全性高、流动性好、有保本约定的银行理财产品 和结构性存款。  现金管理金额：最高额度不超过5亿元的闲置募集资金，在上述额度范围 内，资金可在12个月内滚动使用。  现金管理期限：自董事会审议通过之日起一年内有效。购买的理财产品 或结构性存款期限不得超过十二个月，不得影响公司正常…,闲置募集资金购买保本产品未披露产品结构、存储价格或毛利率，也明确不影响募投项目，无法回答H2。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
153,G3-R-E047-H1,G3-E047,600276-H1,恒瑞医药,600276,医药,2026-02-06T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2026-02-06/1224968189.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-021 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司 HR091506 片 的上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：HR091506 片 剂型：片剂 受理号：CXHS2600022、CXHS2600023…,HR091506片上市许可申请获国家药监局受理，是研发管线持续推进的直接注册里程碑。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
154,G3-R-E103-H3,G3-E103,600276-H3,恒瑞医药,600276,医药,2025-07-18T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2025-07-18/1224202262.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-102 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司苏州盛迪亚 生物医药有限公司收到国家药品监督管理局（以下简称“国家药监局”）核准签 发关于 SHR-8068 注射液的《药物临床试验批准通知书》，将于近期开展临床试 验。现将相关情况公告如下： 一、药物的基本情况 药物名称：SHR-8068 注射液 剂 型：注射剂 申请事…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
155,G3-R-E055-H2,G3-E055,09868-H2,小鹏汽车,09868,新能源汽车,2024-08-13T20:06:10+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告 – 收购滴滴智能汽车开发业务资产的SOP交割及发行SOP对价股份,http://static.cninfo.com.cn/finalpage/2024-08-13/1220863060.PDF,2-间接相关,是,"第1页：的智能汽車開發業務資産及首次交割。除非本公告另有界定，否則 本公告所用詞彙與本公司日期為2023年8月28日之公告所界定者具有相同涵義。 收購的SOP交割 董事會欣然宣佈，本公司已於2024年7月30日開始生產量產車輛Mona以向普通客戶銷售和交付，因此 股份購買協議項下的SOP里程碑已達成。自2024年8月1日起，智能純電掀背轎跑小鵬MONA M03的首 批展車已陸續抵達全國的小鵬汽車展廳。相應地，SOP交割已於2024年8月13日發生。 根據股份購買協議，本公司已向滴滴配發及發行4,636,447股A類普通股作為SOP對價股份，佔本公司 按照經配發及發行SOP對價股份擴大後本公司已發行且發…",MONA开始量产并完成SOP交割，可经销量规模和资产协同影响毛利率，存在一层业务路径；公告未直接披露毛利率或技术服务收入。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
156,G3-R-E004-H3,G3-E004,603986-H3,兆易创新,603986,芯片半导体,2026-07-30T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,兆易创新股东增持股份计划公告,http://static.cninfo.com.cn/finalpage/2026-07-30/1225447344.PDF,0-无关,否,第1页：重要内容提示：  增持主体的基本情况：本次增持主体为兆易创新科技集团股份有限公司（以 下简称“公司”）控股股东、实际控制人朱一明先生。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
157,G3-R-E017-H2,G3-E017,002371-H2,北方华创,002371,芯片半导体,2024-04-30T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,关于公司2024年度日常关联交易预计的公告,http://static.cninfo.com.cn/finalpage/2024-04-30/1219908871.PDF,2-间接相关,是,第4页：2．采购/提供燃料和动力：公司向关联企业采购/提供燃料和动力（水、电、 暖气等） ，根据国家物价管理部门规定的价格定价，若无国家物价管理部门规定 的价格，则为当地的可比市场价格或协议定价。 3．采购/销售产品：北京电控及其下属子公司为公司的上、下游配套企业， 且与公司已具有多年的业务配套供应与采购交易关系，与其发生的销售商品与 采购原材料交易属于公司的日常业务活动， 该等交易是以市场交易价格为基础， 各方平等协商确定，定价依据合理，相关交易公平、公正，符合公司整体利益。 四、关联交易目的和对上市公司的影响 公司与上述关联方的日常关联交易是公司业务发展及生产经营的需要，对 于公司的生产经营是必要…,日常关联采购、能源和配套服务属于生产成本与供应体系，可经成本和规模效应一层影响毛利率；公告未直接披露毛利率，故为间接相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
158,G3-R-E015-H3,G3-E015,600276-H3,恒瑞医药,600276,医药,2025-01-10T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-01-10/1222283951.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临2025-004 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司提交的 SHR4640 片药品上市许可申请获国家药监局受理。现将相关情况公告如下： 一、 药品的基本情况 药品名称：SHR4640 片 剂型：片剂 受理号：CXHS2500003、CXHS250000…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
159,G3-R-E095-H3,G3-E095,002371-H3,北方华创,002371,芯片半导体,2025-02-18T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,关于向全资子公司增资并参与设立北京集成电路装备产业投资并购二期基金暨关联交易的进展公告,http://static.cninfo.com.cn/finalpage/2025-02-18/1222558599.PDF,2-间接相关,是,第1页：证券代码：002371 证券简称：北方华创 公告编号：2025-003 北方华创科技集团股份有限公司 关于向全资子公司增资并参与设立北京集成电路装备产业 投资并购二期基金暨关联交易的进展公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整， 没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）于 2024 年 12 月 16 日召开了第八届董事会第十八次会议，审议通过了《关于向全资子公司增资并参 与设立北京集成电路装备产业投资并购二期基金暨关联交易的议案》，同意向全 资子公司北方华创创新投资（北京）有限公司（以下简称“华创创投”）增资 5.1 亿…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
160,G3-R-E109-H1,G3-E109,09868-H1,小鹏汽车,09868,新能源汽车,2024-10-02T23:59:59+08:00,智能车交付量保持增长，新车型周期带动需求回升,自愿公告 2024年9月及第三季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-10-02/1221335028.PDF,3-直接相关,是,"第1页：責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年9月及第三季度 車輛交付數據。 2024年9月，小鵬汽車共交付智能電動汽車21,352輛，創下了月度交付量的新紀錄，同 比增長39%，環比增長52%。同時，小鵬MONA M03 的首月交付量超過了10,000輛。 2024年前九個月，小鵬汽車共交付了智能電動汽車98,561輛，较去年同期增長了21%。 憑藉豐富的優質配置和具有競爭…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
161,G3-R-E048-H3,G3-E048,00175-H3,吉利汽车,00175,新能源汽车,2025-11-27T16:36:09+08:00,品牌与平台整合按计划推进，不出现大额整合损失,持续关连交易,http://static.cninfo.com.cn/finalpage/2025-11-27/1224830298.PDF,2-间接相关,是,第3页：於本通函內，除文義另有所指外，以下詞彙具有下列各自涵義： 「聯繫人」 指 具有上市規則賦予該詞之涵義 「零部件購銷協議」 指 本公司、吉利控股、領克、極氪、LEVC、吉利科 技、耀寧科技、星驅科技及吉利欣旺達訂立之日期為 二零二四年八月十五日之總協議，據此，本集團有條 件同意(i)向吉利控股集團、領克集團、極氪集團及 LEVC集團銷售零部件；及(ii)向吉利控股集團、領克 集團、極氪集團、耀寧科技集團、吉利科技集團、星 驅科技集團及吉利欣旺達集團購買零部件 「Aurobay」 指 Aurobay Holding (SG) PTE. LTD.，一間於新加坡共 和國註冊成立之私人股份有限公司，於最…,整车合作制造采购、研发服务与技术支持安排直接涉及集团品牌间平台协同，可经一层运营协同影响整合成效，但未披露整合损益。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
162,G3-R-E052-H3,G3-E052,600276-H3,恒瑞医药,600276,医药,2025-03-17T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药品注册证书的公告,http://static.cninfo.com.cn/finalpage/2025-03-17/1222816001.PDF,3-直接相关,是,"第1页：eg Health West Pac, 2023, 39: 100822. 证券代码：600276 证券简称：恒瑞医药 公告编号：临2025-024 江苏恒瑞医药股份有限公司 关于获得药品注册证书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）核准签发富马酸泰吉利定注射液的《药品注 册证书》，批准公司自主研发的 1 类创新药富马酸泰吉利定注射液新增适应症， 并合并修订说明书适应症为用于治疗术后中重度疼痛",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
163,G3-R-E073-H3,G3-E073,002594-H3,比亚迪,002594,新能源汽车,2025-10-09T00:00:00+08:00,海外工厂与产能扩张按计划落地，不出现大额投资减值,2025年9月产销快报,http://static.cninfo.com.cn/finalpage/2025-10-09/1224697528.PDF,1-弱相关,否,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2025年9月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 405,554 441,052 3,213,569 2,760,910 16.40% 396,270 419,426 3,260,146 2,747,875 18.64% -乘用车 402,008 439,229 3,171,466 2,749,436 15.35% 393,060 417,603 3,218,862 2,736,401 17.63%…",产销快报披露销量表现，但未披露海外工厂、产能扩张或投资减值，无法单凭销量建立海外扩张落地路径。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
164,G3-R-E081-H2,G3-E081,09868-H2,小鹏汽车,09868,新能源汽车,2025-03-03T19:18:14+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告2025年2月智能车交付数据,http://static.cninfo.com.cn/finalpage/2025-03-03/1222693592.PDF,2-间接相关,是,"第1页：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000輛。此外，小鵬汽車還發佈了小鵬P7+的用戶畫像，顯示智能駕 駛是消費者購買小鵬 P7+的主要原因之一。 2025年前兩個月，小鵬汽車交付新車共 60,803輛，與去年同期相比增長375%。 2025年2月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
165,G3-R-E043-H2,G3-E043,688981-H2,中芯国际,688981,芯片半导体,2026-05-15T00:00:00+08:00,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,中芯国际2026年第一季度报告,http://static.cninfo.com.cn/finalpage/2026-05-15/1225307101.PDF,3-直接相关,是,第2页：则，一季度，公司实现销售收入 25.05 亿美元，环比增长 0.7%；毛利率 为 20.1%，环比增加 0.9 个百分点。 二季度，公司给出的收入指引为环比增长 14%到 16%，毛利率指引为 20%-22%，与上一季指引 相比提升 2 个百分点。 基于客户需求和在手订单情况，相较于上个季度，我们对于今年的整体运营情况更加乐观。 公司将紧密跟踪客户需求，灵活调配资源，加快产品响应速度，确保在复杂环境中依然能保持高 质量的交付,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
166,G3-R-E007-H3,G3-E007,603259-H3,药明康德,603259,医药,2024-03-19T00:00:00+08:00,新增产能与地缘政治风险可控，海外基地建设按计划推进,关于募集资金存放与实际使用情况的专项报告及审核报告（截至2023年12月31日止）,http://static.cninfo.com.cn/finalpage/2024-03-19/1219331371.PDF,3-直接相关,是,第4页：补充流动资金的议案》，同意公司将 A 股首次公开发行募 投项目整体结项并将节余募集资金永久补充流动资金。截至 2023 年 12 月 31 日，上述节余募集资 金永久补充流动资金已完成，公司已注销相关募集资金专户。公司与保荐机构、 A 股首次公开发 行子公司、开户银行签署的相关募集资金专户存储监管协议已随之终止,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
