序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_status,gold_source,gold_version,annotator_a_id,annotator_b_id,annotator_a_confidence,annotator_b_confidence,annotator_a_reason,annotator_b_reason
164,G3-R-E081-H2,G3-E081,09868-H2,小鹏汽车,09868,新能源汽车,2025-03-03T19:18:14+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告2025年2月智能车交付数据,http://static.cninfo.com.cn/finalpage/2025-03-03/1222693592.PDF,2-间接相关,是,"第1页：2 月智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年2月車輛交付數 據。 2025年2月，小鵬汽車共交付智能電動汽車30,453輛，同比增長570%。 小鵬MONA M03連續第三個月交付量超過了15,000輛。小鵬P7+自上市以來的前三個月， 累計交付已超過30,000輛。此外，小鵬汽車還發佈了小鵬P7+的用戶畫像，顯示智能駕 駛是消費者購買小鵬 P7+的主要原因之一。 2025年前兩個月，小鵬汽車交付新車共 60,803輛，與去年同期相比增長375%。 2025年2月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
35,G3-R-E082-H2,G3-E082,688981-H2,中芯国际,688981,芯片半导体,2024-03-29T00:00:00+08:00,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,中芯国际2023年年度报告摘要,http://static.cninfo.com.cn/finalpage/2024-03-29/1219447110.PDF,3-直接相关,是,"第6页：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,133,079 -60.3 10,733,098 归属于上市公司股东的扣除非经 常性损益的净利润 3,269,518 10,133,988 -67.7 5,655,839 经营活动产生的现金流量净额 23,047,761 36,591,209 -37.0 20,844,994 加…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,定期报告直接披露查询假设所需的收入、订单、毛利率、研发投入、产能或减值指标，可建立完整关系路径。
178,G3-R-E086-H3,G3-E086,600276-H3,恒瑞医药,600276,医药,2026-05-20T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药品注册批准的公告,http://static.cninfo.com.cn/finalpage/2026-05-20/1225315769.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-075 江苏恒瑞医药股份有限公司 关于获得药品注册批准的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司福建盛迪医 药有限公司收到国家药品监督管理局（以下简称“国家药监局”）的通知，批准 公司ω-3 甘油三酯（2%）中/长链脂肪乳/氨基酸（16）/葡萄糖（30%）注射液上 市。现将相关情况公告如下： 一、药品的基本情况 药品名称：ω-3 甘油三酯（2%）中/长链脂肪乳/氨基酸（16）,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,药品受理、临床批准或注册获批直接证明研发管线推进，并对创新药商业化假设提供可观察事实。
33,G3-R-E091-H2,G3-E091,603259-H2,药明康德,603259,医药,2026-03-24T00:00:00+08:00,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,关于2025年度计提资产减值准备的公告,http://static.cninfo.com.cn/finalpage/2026-03-24/1225025227.PDF,3-直接相关,是,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2026-010 无锡药明康德新药开发股份有限公司 关于 2025 年度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 一、2025 年度计提减值损失的情况 根据《企业会计准则》和相关会计政策等规定，为真实、准确地反映无锡药 明康德新药开发股份有限公司（以下简称“公司”）截至 2025 年 12 月 31 日的 财务状况及 2025 年的经营成果，公司对合并范围内的相关资产进行了清查，基 于谨慎性原则，对可能发生减值损失的相关…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
87,G3-R-E092-H1,G3-E092,002594-H1,比亚迪,002594,新能源汽车,2024-01-30T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2023年度业绩预告,http://static.cninfo.com.cn/finalpage/2024-01-30/1219028933.PDF,2-间接相关,是,"第1页：绩预告期间：2023 年 1 月 1 日至 12 月 31 日 2.预计的业绩情况： 亏损 扭亏为盈 √同向上升 同向下降 项 目 本报告期 上年同期 归属于上市公司 股东的净利润 盈利：人民币2,900,000万元– 3,100,000万元 盈利：人民币1,662,245万元 比上年同期上升：74.46%-86.49% 扣除非经常性损 益后的净利润 盈利：人民币2,740,000万元– 2,970,000万元（注1） 盈利：人民币1,563,779万元 比上年同期上升：75.22%-89.92% 基本每股收益 盈利：人民币9.98元/股至10.67元/股 盈利：人民币5.71元/股 注…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
27,G3-R-E092-H2,G3-E092,002594-H2,比亚迪,002594,新能源汽车,2024-01-30T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,2023年度业绩预告,http://static.cninfo.com.cn/finalpage/2024-01-30/1219028933.PDF,3-直接相关,是,"第1页：绩预告期间：2023 年 1 月 1 日至 12 月 31 日 2.预计的业绩情况： 亏损 扭亏为盈 √同向上升 同向下降 项 目 本报告期 上年同期 归属于上市公司 股东的净利润 盈利：人民币2,900,000万元– 3,100,000万元 盈利：人民币1,662,245万元 比上年同期上升：74.46%-86.49% 扣除非经常性损 益后的净利润 盈利：人民币2,740,000万元– 2,970,000万元（注1） 盈利：人民币1,563,779万元 比上年同期上升：75.22%-89.92% 基本每股收益 盈利：人民币9.98元/股至10.67元/股 盈利：人民币5.71元/股 注…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
42,G3-R-E094-H2,G3-E094,603986-H2,兆易创新,603986,芯片半导体,2026-03-31T00:00:00+08:00,毛利率随产品结构改善回升，不因存储价格波动持续走低,兆易创新2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-31/1225061352.PDF,3-直接相关,是,"第2页：本次实际参与利润分配的股份为700,499,431股，以此为基数，公司本次合计拟派发现 金红利人民币525,374,573.25元， 占公司2025年度合并财务报表归属上市公司股东净利润的31.88% 。公司本次现金分红以人民币计值和宣布，以人民币向A股股东支付，以港币向H股股东支付。H 股股息折算之实际金额，将按照公司2025年度股东会召开当日中国人民银行公布的人民币兑换港 币的汇率中间价计算。 2025年度，公司不进行资本公积金转增股本，不送红股。 公司回购专用证券账户中的股份不参与本次利润分配。公司本次董事会审议通过之日起至实 施权益分派的股权登记日期间，因股份增发、股份回购、股票期权行…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,定期报告直接披露查询假设所需的收入、订单、毛利率、研发投入、产能或减值指标，可建立完整关系路径。
89,G3-R-E095-H2,G3-E095,002371-H2,北方华创,002371,芯片半导体,2025-02-18T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,关于向全资子公司增资并参与设立北京集成电路装备产业投资并购二期基金暨关联交易的进展公告,http://static.cninfo.com.cn/finalpage/2025-02-18/1222558599.PDF,1-弱相关,是,第1页：证券代码：002371 证券简称：北方华创 公告编号：2025-003 北方华创科技集团股份有限公司 关于向全资子公司增资并参与设立北京集成电路装备产业 投资并购二期基金暨关联交易的进展公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整， 没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）于 2024 年 12 月 16 日召开了第八届董事会第十八次会议，审议通过了《关于向全资子公司增资并参 与设立北京集成电路装备产业投资并购二期基金暨关联交易的议案》，同意向全 资子公司北方华创创新投资（北京）有限公司（以下简称“华创创投”）增资 5.1 亿…,公告与查询假设存在同业务主题或弱因果联系，但增量信息有限，不宜作为Top-1核心证据。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,公告与查询假设存在同业务主题或弱因果联系，但增量信息有限，不宜作为Top-1核心证据。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
159,G3-R-E095-H3,G3-E095,002371-H3,北方华创,002371,芯片半导体,2025-02-18T00:00:00+08:00,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,关于向全资子公司增资并参与设立北京集成电路装备产业投资并购二期基金暨关联交易的进展公告,http://static.cninfo.com.cn/finalpage/2025-02-18/1222558599.PDF,2-间接相关,是,第1页：证券代码：002371 证券简称：北方华创 公告编号：2025-003 北方华创科技集团股份有限公司 关于向全资子公司增资并参与设立北京集成电路装备产业 投资并购二期基金暨关联交易的进展公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整， 没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“公司”）于 2024 年 12 月 16 日召开了第八届董事会第十八次会议，审议通过了《关于向全资子公司增资并参 与设立北京集成电路装备产业投资并购二期基金暨关联交易的议案》，同意向全 资子公司北方华创创新投资（北京）有限公司（以下简称“华创创投”）增资 5.1 亿…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告通过一层清晰业务因果链影响查询假设，路径可成立但并非直接指标。
30,G3-R-E098-H1,G3-E098,00175-H1,吉利汽车,00175,新能源汽车,2024-02-01T17:06:22+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二四年一月销量,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,3-直接相关,是,"第1页：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 172,774 87,255 98 172,774 87,255 98 其中：銀河 19,223 - - 19,223 - - 極氪 12,537 3,116 302 12,537 3,116 302 領克附…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
55,G3-R-E098-H2,G3-E098,00175-H2,吉利汽车,00175,新能源汽车,2024-02-01T17:06:22+08:00,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,未经审核之二零二四年一月销量,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,2-间接相关,是,"第1页：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 172,774 87,255 98 172,774 87,255 98 其中：銀河 19,223 - - 19,223 - - 極氪 12,537 3,116 302 12,537 3,116 302 領克附…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
48,G3-R-E100-H1,G3-E100,603986-H1,兆易创新,603986,芯片半导体,2026-05-27T00:00:00+08:00,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,兆易创新关于调整2024年股票期权激励计划相关事项的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331853.PDF,0-无关,否,第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2026年 5月 26 日召开的第五届董事会第十二次会议审议通过《关于调整 2024年股票期权激励 计划相关事项的议案》，现将有关事项说明如下： 一、2024 年股票期权激励计划已履行的相关审批程序 1．2024年 4月 18日，公司第四届董事会第十八次会议审议通过了《关于< 兆易创新科技集团股份有限公司 2024年股票期权激励计划（草案）>及其摘要的 议案》《关于<兆易创新科技集团股份有限公司 2024年股票期权激励计划实施考 核管理办法>的议案》《关于提请股东大会授权董事会办理 2024年股票期权激励 计划相关事宜的议案》。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
134,G3-R-E100-H2,G3-E100,603986-H2,兆易创新,603986,芯片半导体,2026-05-27T00:00:00+08:00,毛利率随产品结构改善回升，不因存储价格波动持续走低,兆易创新关于调整2024年股票期权激励计划相关事项的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331853.PDF,0-无关,否,第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2026年 5月 26 日召开的第五届董事会第十二次会议审议通过《关于调整 2024年股票期权激励 计划相关事项的议案》，现将有关事项说明如下： 一、2024 年股票期权激励计划已履行的相关审批程序 1．2024年 4月 18日，公司第四届董事会第十八次会议审议通过了《关于< 兆易创新科技集团股份有限公司 2024年股票期权激励计划（草案）>及其摘要的 议案》《关于<兆易创新科技集团股份有限公司 2024年股票期权激励计划实施考 核管理办法>的议案》《关于提请股东大会授权董事会办理 2024年股票期权激励 计划相关事宜的议案》。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
85,G3-R-E100-H3,G3-E100,603986-H3,兆易创新,603986,芯片半导体,2026-05-27T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,兆易创新关于调整2024年股票期权激励计划相关事项的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331853.PDF,0-无关,否,第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2026年 5月 26 日召开的第五届董事会第十二次会议审议通过《关于调整 2024年股票期权激励 计划相关事项的议案》，现将有关事项说明如下： 一、2024 年股票期权激励计划已履行的相关审批程序 1．2024年 4月 18日，公司第四届董事会第十八次会议审议通过了《关于< 兆易创新科技集团股份有限公司 2024年股票期权激励计划（草案）>及其摘要的 议案》《关于<兆易创新科技集团股份有限公司 2024年股票期权激励计划实施考 核管理办法>的议案》《关于提请股东大会授权董事会办理 2024年股票期权激励 计划相关事宜的议案》。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,候选公告属于治理、证券变动或程序性披露，不回答该查询假设，也不提供有效业务关系证据。
118,G3-R-E101-H1,G3-E101,00175-H1,吉利汽车,00175,新能源汽车,2026-02-01T21:20:12+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二六年一月销量,http://static.cninfo.com.cn/finalpage/2026-02-01/1224961027.PDF,3-直接相关,是,"第1页：核之 二零二 六 年 一 月 銷量 吉利汽車控股有限公司( 「 本公司 」， 連同其附屬公司統稱為 「 本集團 」 ） 董事會欣然宣佈， 本集團於二零二 六 年 一 月 的 汽車 總銷量為270,167 部， 較去年同期 增長約1 % ， 其中出口總 銷量和極氪品牌總銷量 均 較去年同期實現翻倍增長。 詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 217,438 224,718 -3 217,438 224,718 -3 其中: 銀河 82,990 93,545 -11 82,990 93,545 -11 領…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
104,G3-R-E101-H2,G3-E101,00175-H2,吉利汽车,00175,新能源汽车,2026-02-01T21:20:12+08:00,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,未经审核之二零二六年一月销量,http://static.cninfo.com.cn/finalpage/2026-02-01/1224961027.PDF,2-间接相关,是,"第1页：核之 二零二 六 年 一 月 銷量 吉利汽車控股有限公司( 「 本公司 」， 連同其附屬公司統稱為 「 本集團 」 ） 董事會欣然宣佈， 本集團於二零二 六 年 一 月 的 汽車 總銷量為270,167 部， 較去年同期 增長約1 % ， 其中出口總 銷量和極氪品牌總銷量 均 較去年同期實現翻倍增長。 詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 217,438 224,718 -3 217,438 224,718 -3 其中: 銀河 82,990 93,545 -11 82,990 93,545 -11 領…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
154,G3-R-E103-H3,G3-E103,600276-H3,恒瑞医药,600276,医药,2025-07-18T00:00:00+08:00,研发投入强度维持，管线推进不出现关键品种研发失败,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2025-07-18/1224202262.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-102 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司苏州盛迪亚 生物医药有限公司收到国家药品监督管理局（以下简称“国家药监局”）核准签 发关于 SHR-8068 注射液的《药物临床试验批准通知书》，将于近期开展临床试 验。现将相关情况公告如下： 一、药物的基本情况 药物名称：SHR-8068 注射液 剂 型：注射剂 申请事…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,药品受理、临床批准或注册获批直接证明研发管线推进，并对创新药商业化假设提供可观察事实。
49,G3-R-E107-H2,G3-E107,09868-H2,小鹏汽车,09868,新能源汽车,2025-08-22T21:24:11+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,重续持续关连交易 与广东汇天签订2026年合作框架协议,http://static.cninfo.com.cn/finalpage/2025-08-22/1224561663.PDF,2-间接相关,是,第1页：產生或因依賴該等內容而引致之任何損失承擔任何責任。 （於開曼群島註冊成立以不同投票權控制的有限公司） （股份代號：9868） 重續持續關連交易 與廣東匯天簽訂 2026 年合作框架協議 與廣東匯天訂立2026年合作框架協議 茲提述本公司日期為 2024 年 1 月 2 日的公告，內容有關與廣東匯天訂立 2024 年合作框架協議，該 協議將於 2025 年 12 月 31 日結束。 董事會宣佈，於2025 年8 月22 日，廣東小鵬與廣東匯天訂立2026年合作框架協議，将於2026年1 月1 日生效至2028年12 月31 日，據此，廣東小鵬及廣東匯天同意在飛行汽車的研發、製造、銷售 及售後服務…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
62,G3-R-E108-H2,G3-E108,688981-H2,中芯国际,688981,芯片半导体,2026-02-11T00:00:00+08:00,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,中芯国际2025年第四季度业绩快报公告,http://static.cninfo.com.cn/finalpage/2026-02-11/1224974869.PDF,3-直接相关,是,"第2页：15,916,850 11.9 营业利润 2,114,049 2,746,202 -23.0 利润总额 1,602,415 2,738,330 -41.5 归属于上市公司股东的 净利润 1,222,663 992,473 23.2 归属于上市公司股东的 扣除非经常性损益的净 利润 947,416 445,967 112.4 基本每股收益（元/股） 0.15 0.12 25.0 加权平均净资产收益率 （%） 0.81 0.68 增加 0.13 个百分点 2025 年 12 月 31 日 2024 年 12 月 31 日 增减变动 幅度 （％） 总资产 367,718,196 353,415,29…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,定期报告直接披露查询假设所需的收入、订单、毛利率、研发投入、产能或减值指标，可建立完整关系路径。
160,G3-R-E109-H1,G3-E109,09868-H1,小鹏汽车,09868,新能源汽车,2024-10-02T23:59:59+08:00,智能车交付量保持增长，新车型周期带动需求回升,自愿公告 2024年9月及第三季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-10-02/1221335028.PDF,3-直接相关,是,"第1页：責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年9月及第三季度 車輛交付數據。 2024年9月，小鵬汽車共交付智能電動汽車21,352輛，創下了月度交付量的新紀錄，同 比增長39%，環比增長52%。同時，小鵬MONA M03 的首月交付量超過了10,000輛。 2024年前九個月，小鵬汽車共交付了智能電動汽車98,561輛，较去年同期增長了21%。 憑藉豐富的優質配置和具有競爭…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,公告事实直接对应查询假设中的核心业务变量，时间边界内可建立可复核关系路径。
44,G3-R-E109-H2,G3-E109,09868-H2,小鹏汽车,09868,新能源汽车,2024-10-02T23:59:59+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告 2024年9月及第三季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-10-02/1221335028.PDF,2-间接相关,是,"第1页：責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年9月及第三季度 車輛交付數據。 2024年9月，小鵬汽車共交付智能電動汽車21,352輛，創下了月度交付量的新紀錄，同 比增長39%，環比增長52%。同時，小鵬MONA M03 的首月交付量超過了10,000輛。 2024年前九個月，小鵬汽車共交付了智能電動汽車98,561輛，较去年同期增長了21%。 憑藉豐富的優質配置和具有競爭…",候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,公告与查询假设并非同一直接指标，但可经需求、规模、产品商业化或投入产出的一层因果链建立关系。
