序号,样本ID,公司,证券代码,行业,市场,披露时间,时间精度,公告标题,原文链接,核心观点,H1-需求与出货,H2-盈利质量,H3-产能与扩张,事件摘要,事件类别,主要关联假设,影响方向,影响强度,直接性,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_status,gold_source,gold_version,annotator_a_id,annotator_b_id,annotator_a_confidence,annotator_b_confidence,annotator_a_reason,annotator_b_reason
107,G3-E092,比亚迪,002594,新能源汽车,A股,2024-01-30T00:00:00+08:00,仅日期（按盘后处理）,2023年度业绩预告,http://static.cninfo.com.cn/finalpage/2024-01-30/1219028933.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,"公司披露2023年度业绩预告，核心事实为：绩预告期间：2023 年 1 月 1 日至 12 月 31 日 2.预计的业绩情况： 亏损 扭亏为盈 √同向上升 同向下降 项 目 本报告期 上年同期 归属于上市公司 股东的净利润 盈利：人民币2,900,000万元– 3,100,000万元 盈利：人民币1,662,245万元 比上年同期上升：74.46%-86…",收入/利润,H2-盈利质量,支持,高,直接,"第1页：绩预告期间：2023 年 1 月 1 日至 12 月 31 日 2.预计的业绩情况： 亏损 扭亏为盈 √同向上升 同向下降 项 目 本报告期 上年同期 归属于上市公司 股东的净利润 盈利：人民币2,900,000万元– 3,100,000万元 盈利：人民币1,662,245万元 比上年同期上升：74.46%-86.49% 扣除非经常性损 益后的净利润 盈利：人民币2,740,000万元– 2,970,000万元（注1） 盈利：人民币1,563,779万元 比上年同期上升：75.22%-89.92% 基本每股收益 盈利：人民币9.98元/股至10.67元/股 盈利：人民币5.71元/股 注…",该事实直接观察到相关指标或里程碑，提高“规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化”的可信度。,该事实提高H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
48,G3-E093,小鹏汽车,09868,新能源汽车,港股,2025-11-17T20:16:07+08:00,精确,委任独立非执行董事,http://static.cninfo.com.cn/finalpage/2025-11-17/1224811413.PDF,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,公告披露委任独立非执行董事相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告的內容概不負責，對其準確性或完整性亦不發表 聲明，並明確表示概不會就本公告全部或部分內容而產生或因倚賴該等內容而引致之任何損失承擔任何責任。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
109,G3-E094,兆易创新,603986,芯片半导体,A股,2026-03-31T00:00:00+08:00,仅日期（按盘后处理）,兆易创新2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-31/1225061352.PDF,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,"公司披露兆易创新2025年年度报告，核心事实为：本次实际参与利润分配的股份为700,499,431股，以此为基数，公司本次合计拟派发现 金红利人民币525,374,573.25元， 占公司2025年度合并财务报表归属上市公司股东净利润的31.88% 。公司本次现金分红以人民币计值和宣布，以人民币向A股股东支付，以港币向H股股东支付。H 股股息折算之实际金额，将按照公…",收入/利润,H2-盈利质量,支持,高,直接,"第2页：本次实际参与利润分配的股份为700,499,431股，以此为基数，公司本次合计拟派发现 金红利人民币525,374,573.25元， 占公司2025年度合并财务报表归属上市公司股东净利润的31.88% 。公司本次现金分红以人民币计值和宣布，以人民币向A股股东支付，以港币向H股股东支付。H 股股息折算之实际金额，将按照公司2025年度股东会召开当日中国人民银行公布的人民币兑换港 币的汇率中间价计算。 2025年度，公司不进行资本公积金转增股本，不送红股。 公司回购专用证券账户中的股份不参与本次利润分配。公司本次董事会审议通过之日起至实 施权益分派的股权登记日期间，因股份增发、股份回购、股票期权行…",该事实直接观察到相关指标或里程碑，提高“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,该事实提高H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
74,G3-E096,药明康德,603259,医药,A股,2026-08-04T00:00:00+08:00,仅日期（按盘后处理）,2026年A股员工持股计划（草案）摘要公告,http://static.cninfo.com.cn/finalpage/2026-08-04/1225455026.PDF,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,公告披露2026年A股员工持股计划（草案）摘要公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,"第1页：重要内容提示： 预计参与员工持股计划对象 范围及人数 预计参与对象范围：管理人员及核心技术骨干 预计参与人数：不超过 4,000人 董事、高管参与认购情况 是否有董事、高管参与认购□是否 员工持股计划资金来源及规 模 □员工薪酬：_____________ □自筹资金：_____________ 其他：本员工持股计划的资金来源为公司提 取的长期激励基金，即公司根据薪酬相关管理 规定所计提的专项激励基金合计不超过 1,000,002,891.48元 员工持股计划股份来源及预 计规模 公司回购股票：预计不超过 9,701,231股 □二级市场购买：_____________ □认购向特定对象…",该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
30,G3-E097,云南白药,000538,医药,A股,2024-09-12T00:00:00+08:00,仅日期（按盘后处理）,2024年第三次临时股东大会决议公告,http://static.cninfo.com.cn/finalpage/2024-09-12/1221205133.PDF,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,公告披露2024年第三次临时股东大会决议公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 / 4 股票代码：000538 股票简称：云南白药 公告编号：2024-46 云南白药集团股份有限公司 2024年第三次临时股东大会决议公告 重要提示： 本公司及董事会全体成员保证信息披露内容的真实、 准确、 完整，没有虚假记载、误导性陈述或重大遗漏。 重要提示： 1、本次股东大会未出现否决议案的情形。 2、本次股东大会未涉及变更前次股东大会决议。 一、会议召开和出席情况 （一）会议召开情况 1、召开时间： （1）现场会议召开时间：2024 年9 月11 日上午9:30。 （2）网络投票时间：通过深圳证券交易所交易系统进行网络投票的 时间为 2024 年 9 月 11 日 9:15-9:2,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
63,G3-E098,吉利汽车,00175,新能源汽车,港股,2024-02-01T17:06:22+08:00,精确,未经审核之二零二四年一月销量,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,"公司披露未经审核之二零二四年一月销量，核心事实为：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動…",产销/需求,H1-需求与出货,支持,高,直接,"第1页：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 172,774 87,255 98 172,774 87,255 98 其中：銀河 19,223 - - 19,223 - - 極氪 12,537 3,116 302 12,537 3,116 302 領克附…",该事实直接观察到相关指标或里程碑，提高“新能源车型销量放量带动整体销量增长，出口贡献增量”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“新能源车型销量放量带动整体销量增长，出口贡献增量”的可信度。,该事实提高H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
16,G3-E100,兆易创新,603986,芯片半导体,A股,2026-05-27T00:00:00+08:00,仅日期（按盘后处理）,兆易创新关于调整2024年股票期权激励计划相关事项的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331853.PDF,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,公告披露兆易创新关于调整2024年股票期权激励计划相关事项的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2026年 5月 26 日召开的第五届董事会第十二次会议审议通过《关于调整 2024年股票期权激励 计划相关事项的议案》，现将有关事项说明如下： 一、2024 年股票期权激励计划已履行的相关审批程序 1．2024年 4月 18日，公司第四届董事会第十八次会议审议通过了《关于< 兆易创新科技集团股份有限公司 2024年股票期权激励计划（草案）>及其摘要的 议案》《关于<兆易创新科技集团股份有限公司 2024年股票期权激励计划实施考 核管理办法>的议案》《关于提请股东大会授权董事会办理 2024年股票期权激励 计划相关事宜的议案》。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
64,G3-E103,恒瑞医药,600276,医药,A股,2025-07-18T00:00:00+08:00,仅日期（按盘后处理）,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2025-07-18/1224202262.PDF,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,公司披露恒瑞医药关于获得药物临床试验批准通知书的公告，核心事实为：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-102 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”…,研发/注册,H3-产能与扩张,支持,中,直接,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-102 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司苏州盛迪亚 生物医药有限公司收到国家药品监督管理局（以下简称“国家药监局”）核准签 发关于 SHR-8068 注射液的《药物临床试验批准通知书》，将于近期开展临床试 验。现将相关情况公告如下： 一、药物的基本情况 药物名称：SHR-8068 注射液 剂 型：注射剂 申请事…,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
82,G3-E106,小鹏汽车,09868,新能源汽车,港股,2026-03-05T17:34:11+08:00,精确,董事会会议通告,http://static.cninfo.com.cn/finalpage/2026-03-05/1224997456.PDF,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,公告披露董事会会议通告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 香港交易及結算所有限公司及香港聯合交易所有限公司對本通告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本通告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
55,G3-E108,中芯国际,688981,芯片半导体,A股,2026-02-11T00:00:00+08:00,仅日期（按盘后处理）,中芯国际2025年第四季度业绩快报公告,http://static.cninfo.com.cn/finalpage/2026-02-11/1224974869.PDF,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,"公司披露中芯国际2025年第四季度业绩快报公告，核心事实为：15,916,850 11.9 营业利润 2,114,049 2,746,202 -23.0 利润总额 1,602,415 2,738,330 -41.5 归属于上市公司股东的 净利润 1,222,663 992,473 23.2 归属于上市公司股东的 扣除非经常性损益的净 利润 947,416 445,967 112…",收入/利润,H2-盈利质量,支持,高,直接,"第2页：15,916,850 11.9 营业利润 2,114,049 2,746,202 -23.0 利润总额 1,602,415 2,738,330 -41.5 归属于上市公司股东的 净利润 1,222,663 992,473 23.2 归属于上市公司股东的 扣除非经常性损益的净 利润 947,416 445,967 112.4 基本每股收益（元/股） 0.15 0.12 25.0 加权平均净资产收益率 （%） 0.81 0.68 增加 0.13 个百分点 2025 年 12 月 31 日 2024 年 12 月 31 日 增减变动 幅度 （％） 总资产 367,718,196 353,415,29…",该事实直接观察到相关指标或里程碑，提高“毛利率随产能利用率回升，折旧压力不导致盈利持续恶化”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“毛利率随产能利用率回升，折旧压力不导致盈利持续恶化”的可信度。,该事实提高H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
77,G3-E109,小鹏汽车,09868,新能源汽车,港股,2024-10-02T23:59:59+08:00,精确,自愿公告 2024年9月及第三季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-10-02/1221335028.PDF,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,公司披露自愿公告 2024年9月及第三季度智能车交付数据，核心事实为：責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年9月及第三季度 車輛交付數據。 2024年9月，小鵬…,产销/需求,H1-需求与出货,支持,高,直接,"第1页：責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年9月及第三季度 車輛交付數據。 2024年9月，小鵬汽車共交付智能電動汽車21,352輛，創下了月度交付量的新紀錄，同 比增長39%，環比增長52%。同時，小鵬MONA M03 的首月交付量超過了10,000輛。 2024年前九個月，小鵬汽車共交付了智能電動汽車98,561輛，较去年同期增長了21%。 憑藉豐富的優質配置和具有競爭…",该事实直接观察到相关指标或里程碑，提高“智能车交付量保持增长，新车型周期带动需求回升”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“智能车交付量保持增长，新车型周期带动需求回升”的可信度。,该事实提高H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
28,G3-E111,比亚迪,002594,新能源汽车,A股,2024-04-20T00:00:00+08:00,仅日期（按盘后处理）,2024年第一次临时股东大会、2024年第一次A股类别股东大会及2024年第一次H股类别股东大会决议公告,http://static.cninfo.com.cn/finalpage/2024-04-20/1219697439.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,公告披露2024年第一次临时股东大会、2024年第一次A股类别股东大会及2024年第一次H股类别股东大会决议公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：重要提示： 1、本次股东大会无增加、变更、否决提案的情况。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
54,G3-E112,药明康德,603259,医药,A股,2025-09-03T00:00:00+08:00,仅日期（按盘后处理）,关于与关联方签署框架协议暨日常关联交易的公告,http://static.cninfo.com.cn/finalpage/2025-09-03/1224634480.PDF,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,公司披露关于与关联方签署框架协议暨日常关联交易的公告，核心事实为：1 证券代码：603259 证券简称：药明康德 公告编号：临 2025-060 无锡药明康德新药开发股份有限公司 关于与关联方签署框架协议暨日常关联交易的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示：  本次交易…,订单/合同,H1-需求与出货,支持,中,直接,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2025-060 无锡药明康德新药开发股份有限公司 关于与关联方签署框架协议暨日常关联交易的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示：  本次交易系无锡药明康德新药开发股份有限公司（以下简称“公司”）及 公司合并报表范围内的下属子企业（以下合称“本集团”）在日常经营业务中发 生的交易，符合本集团正常生产经营的需要，均为正常的商业安排。本次交易按 一般商务条款订立，关联交易价格严格遵循公开、公平、公正及市场化定价原则， 并通…,该事实直接观察到相关指标或里程碑，提高“CXO 订单与在手订单随全球创新药研发投入回暖恢复增长”的可信度。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,5,该事实直接观察到相关指标或里程碑，提高“CXO 订单与在手订单随全球创新药研发投入回暖恢复增长”的可信度。,该事实提高H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
18,G3-E116,云南白药,000538,医药,A股,2025-06-26T00:00:00+08:00,仅日期（按盘后处理）,第十届董事会2025年第三次会议决议公告,http://static.cninfo.com.cn/finalpage/2025-06-26/1223980920.PDF,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,公告披露第十届董事会2025年第三次会议决议公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：云南白药集团股份有限公司（以下简称“公司”）第十届董事会2025 年 第三次会议（以下简称“会议”）于2025 年 6 月 25 日以通讯表决的方式召 开，本次会议通知于2025 年 6 月 22 日以书面、邮件方式发出，应出席董事 11 名，实际出席董事11 名。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
2,G3-E117,药明康德,603259,医药,A股,2026-07-02T00:00:00+08:00,仅日期（按盘后处理）,第四届董事会第四次会议决议公告,http://static.cninfo.com.cn/finalpage/2026-07-02/1225403740.PDF,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,公告披露第四届董事会第四次会议决议公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2026-028 无锡药明康德新药开发股份有限公司 第四届董事会第四次会议决议公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 一、董事会会议召开情况 无锡药明康德新药开发股份有限公司（以下简称“本公司”）于 2026 年 6 月 26 日向本公司全体董事发出会议通知及会议材料，以通讯表决方式于2026 年 7 月 1 日召开第四届董事会第四次会议。本次董事会应出席董事 11 人，实际出 席董事 11 人。会议由董事长 GeLi（李革）召集。本次,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
101,G3-E118,兆易创新,603986,芯片半导体,A股,2025-08-23T00:00:00+08:00,仅日期（按盘后处理）,兆易创新2025年半年度报告摘要,http://static.cninfo.com.cn/finalpage/2025-08-23/1224559705.PDF,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,"公司披露兆易创新2025年半年度报告摘要，核心事实为：39 2.97 归属于上市公司股东的 净资产 17,239,898,549.79 16,498,507,838.97 4.49 本报告期 上年同期 本报告期比上年同期增 减(%) 营业收入 4,150,308,632.88 3,609,037,320.17 15.00 利润总额 596,079,141.41 527,8…",收入/利润,H2-盈利质量,支持,中,直接,"第2页：39 2.97 归属于上市公司股东的 净资产 17,239,898,549.79 16,498,507,838.97 4.49 本报告期 上年同期 本报告期比上年同期增 减(%) 营业收入 4,150,308,632.88 3,609,037,320.17 15.00 利润总额 596,079,141.41 527,876,598.04 12.92",该事实直接观察到相关指标或里程碑，提高“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“毛利率随产品结构改善回升，不因存储价格波动持续走低”的可信度。,该事实提高H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
